Name	Set	ImageFile	type	Rarity	Color	Cost	Inkwell	Classifications	Strength	Willpower	Lore	Text
Clarabelle - Light on Her Hooves	SS	set5/cards/367x512/211_27d7b75b9a03fbd71ead4851e12da2894a2b0249	Ally	En	Emerald	7	True	Floodborn, Ally	5	6	2	Shift 5 (You may pay 5 ⬡ to play this on top of one ofyour characters named Clarabelle.)KEEP IN STEP At the end of your turn, if chosenopponent has more cards in their hand than you, youmay draw cards until you have the same number.
Scar - Vengeful Lion	SS	set5/cards/367x512/212_6b3daadca9d361146245ccda45a08ac6db350ff6	Villain	En	Emerald	4	True	Storyborn, Villain	4	2	1	Ward (Opponents can't choose this characterexcept to challenge.)LIFE'S NOT FAIR, IS IT? Whenever one of yourcharacters challenges a damaged character,you may draw a card.
You're Welcome	SS	set5/cards/367x512/213_8cfd4aee4fd864167f0264136f2c0828d6968f71	Song	En	Emerald	4	True	Song				(A character with cost 4 or more can ⟳ to sing thissong for free.)Shuffle chosen character, item, or location intotheir player's deck. That player draws 2 cards.
Donald Duck - Pie Slinger	SS	set5/cards/367x512/214_b0627a87ac636dd64248a99f4176324b4b2b81e5	Knight	En	Ruby	5	True	Floodborn, Hero, Knight	3	6	1	Shift 4 (You may pay 4 ⬡ to play this on top of one ofyour characters named Donald Duck.)HUMBLE PIE When you play this character, if you usedShift to play him, each opponent loses 2 lore.RAGING DUCK While an opponent has 10 or more lore,this character gets +6 ¤.
Robin Hood - Sharpshooter	SS	set5/cards/367x512/215_d0e5bfecad198c783a5bc4ac06bb05ec4ecb0d82	Hero	En	Ruby	4	False	Storyborn, Hero	1	4	2	MY GREATEST PERFORMANCE Whenever thischaracter quests, look at the top 4 cards ofyour deck. You may reveal an action card withcost 6 or less and play it for free. Put the restin your discard.
Ratigan's Party - Seedy Back Room	SS	set5/cards/367x512/216_984294497fc40d576945013e031665a9c4d58e8b	Location	En	Ruby	2	True		1	7	0	MISFITS' REVELRY While you have a damaged character here, thislocation gets +2 ◊.
Mufasa - Ruler of Pride Rock	SS	set5/cards/367x512/217_6cc661e63abfdfb882ac108783367ab57b68a91b	King	En	Sapphire	8	False	Storyborn, Mentor, King	4	9	4	A DELICATE BALANCE When you play this character,exert all cards in your inkwell, then return 2 cards atrandom from your inkwell to your hand.EVERYTHING THE LIGHT TOUCHES Whenever thischaracter quests, ready all cards in your inkwell.
King Candy - Sweet Abomination	SS	set5/cards/367x512/218_c737b1c04c187388147a9f64982bd2950b7613ee	Racer	En	Sapphire	5	False	Floodborn, Villain, King, Racer	3	3	2	Shift 3 (You may pay 3 ⬡ to play this on top ofone of your characters named King Candy.)CHANGING THE CODE When you play thischaracter, you may draw 2 cards, then put a cardfrom your hand on the bottom of your deck.
Royal Tantrum	SS	set5/cards/367x512/219_3e9ebd38cbcb0a2a5e252d8e811625c25a3559a8	Action	En	Sapphire	4	False					Banish any number of your items, then draw a cardfor each item banished this way.
Snow White - Fair-Hearted	SS	set5/cards/367x512/220_609ebcacf6576f397ccca6ca176b753eb2e32f7d	Knight	En	Steel	5	False	Dreamborn, Hero, Princess, Knight	3	5	3	NATURAL LEADER This character gains Resist +1for each other Knight character you have in play.(Damage dealt to this character is reduced by 1for each other Knight.)
Arthur - King Victorious	SS	set5/cards/367x512/221_7d8e04c9c8d5f831921002aa0b53080fc53735d6	King	En	Steel	7	False	Floodborn, Hero, King	3	6	3	Shift 5 (You may pay 5 ⬡ to play this on top of one of yourcharacters named Arthur.)KNIGHTED BY THE KING When you play this character,chosen character gains Challenger +2 and Resist +2 andcan challenge ready characters this turn. (They get +2 ¤while challenging. Damage dealt to them is reduced by 2.)
Bad-Anon - Villain Support Center	SS	set5/cards/367x512/222_9bcbcc1a71139d3d936c417279cc1a27a5a6e236	Location	En	Steel	3	True		2	7	1	THERE'S NO ONE I'D RATHER BE THAN ME Villain characters gain “⟳, 3 ⬡ —Play a character with the same name as this character for free” while here.
Half Hexwell Crown	SS	set5/cards/367x512/223_952875e0441b6a6295cce8784df1d78aa1cf6949	Item	Ra	Amethyst	6	False					AN UNEXPECTED FIND ⟳, 2 ⬡ — Draw a card.A PERILOUS POWER ⟳, 2 ⬡, Discard a card — Exertchosen character.
Prince John - Gold Lover	SS	promo2/cards/367x512/1_d01632d2c92852adc57a38dc3b8a252632f49f55	Prince	Sp	Sapphire	4	True	Storyborn, Villain, Prince	3	4	1	BEAUTIFUL, LOVELY TAXES ⟳ — Play an item fromyour hand or discard with cost 5 or less for free,exerted.
Kristoff - Reindeer Keeper	SS	promo2/cards/367x512/2_3208db22177cb2b3177db7cefa4d5d3b992cbe88	Ally	Sp	Amber	9	False	Dreamborn, Ally	3	7	3	SONG OF THE HERD For each song card in yourdiscard, you pay 1 ⬡ less to play this character.Bodyguard (This character may enter play exerted.An opposing character who challenges one of yourcharacters must choose one with Bodyguard if able.)
Nala - Mischievous Cub	SS	promo2/cards/367x512/3_171e58bddb4bf3426d0f3a9e73582826728b215d	Ally	Sp	Amber	1	True	Storyborn, Ally	0	4	1	
Finders Keepers	SS	promo2/cards/367x512/4_40c719a1925b2346ec5776d8940882604fd855db	Action	Sp	Amethyst	5	True					Draw 3 cards.
Chicha - Dedicated Mother	SS	promo2/cards/367x512/5_db346582fbcf1e426cba4072d02a5baa917e9cc8	Ally	Sp	Sapphire	2	False	Storyborn, Ally	2	1	1	Support (Whenever this character quests, you may addtheir ¤ to another chosen character's ¤ this turn.)ONE ON THE WAY During your turn, when you put a cardinto your inkwell, if it's the second card you've put intoyour inkwell this turn, you may draw a card.
Stitch - Team Underdog	SS	promo2/cards/367x512/6_e52e0a25f5a3a7d94f40d436dcf07375d632448e	Alien	Sp	Steel	4	False	Storyborn, Hero, Alien	1	4	1	HEAVE HO! When you play this character, youmay deal 2 damage to chosen character.
Mirabel Madrigal - Family Gatherer	SS	promo2/cards/367x512/7_db849754ff915aabc35c6f792f46ccbbcad1c326	Madrigal	En	Amber	5	True	Storyborn, Hero, Madrigal	5	5	5	NOT WITHOUT MY FAMILY You can't play thischaracter unless you have 5 or more charactersin play.
Dragon Fire	TFC	challenge1/cards/367x512/1_4270b22557c8e6c97b0a7129723051f895eb5390	Action	Sp	Ruby	5	False					Banish chosen character.
Let It Go	TFC	challenge1/cards/367x512/2_1850bf05181960cfe7baeb54a0464b0dfe8fb4df	Song	Sp	Sapphire	5	True	Song				(A character with cost 5 or more can ⟳ to sing this song for free.)Put chosen character into their player's inkwell facedown andexerted.
Cinderella - Stouthearted	RF	challenge1/cards/367x512/3_6100d3eee2d07d7ff86b7b3f1de10424acf73e36	Knight	Sp	Steel	7	True	Floodborn, Hero, Princess, Knight	5	5	3	Shift 5 (You may pay 5 ⬡ to play this on top of one of yourcharacters named Cinderella.)Resist +2 (Damage dealt to this character is reduced by 2.)THE SINGING SWORD Whenever you play a song, thischaracter may challenge ready characters this turn.
Rapunzel - Gifted with Healing	TFC	challenge1/cards/367x512/4_4e9d4fceb1ed4e0de4871a942ce34b9d91466641	Princess	Sp	Amber	4	True	Storyborn, Hero, Princess	1	5	2	GLEAM AND GLOW When you play this character,remove up to 3 damage from one of yourcharacters. Draw a card for each 1 damageremoved this way.
Mickey Mouse - Brave Little Tailor	TFC	d23/cards/367x512/1_e703beca799cc92c4427ccd50e6edd7b132b1131	Hero	Sp	Ruby	8	True	Dreamborn, Hero	5	5	4	Evasive (Only characters with Evasive can challengethis character.)
Cinderella - Stouthearted	RF	d23/cards/367x512/2_ab8e5f5c5f2dafe94e8aaf1433b24867498bdddb	Knight	Sp	Steel	7	True	Floodborn, Hero, Princess, Knight	5	5	3	Shift 5 (You may pay 5 ⬡ to play this on top of one of yourcharacters named Cinderella.)Resist +2 (Damage dealt to this character is reduced by 2.)THE SINGING SWORD Whenever you play a song, thischaracter can challenge ready characters this turn.
Ursula - Deceiver	II	d23/cards/367x512/3_14c4e6b00e14d8466024462605e10717384cd416	Sorcerer	Sp	Emerald	2	True	Storyborn, Villain, Sorcerer	1	3	1	YOU'LL NEVER EVEN MISS IT When you play thiscard, chosen opponent reveals their hand anddiscards a song card of your choice.
Bruno Madrigal - Undetected Uncle	UR	d23/cards/367x512/4_e4c46685e462ae35e909b5dede01c3c0b422a9b7	Madrigal	Sp	Amethyst	4	True	Storyborn, Ally, Madrigal	3	3	1	Evasive (Only characters with Evasive can challenge thischaracter.)YOU JUST HAVE TO SEE IT ⟳ — Name a card, then revealthe top card of your deck. If it's the named card, put thatcard into your hand and gain 3 lore. Otherwise, put it onthe top of your deck.
Vanellope von Schweetz - Sugar Rush Princess	SS	d23/cards/367x512/5_9702b03393c561fe4a2a57e8ab9b866e6c46aedc	Racer	Sp	Amber	4	True	Floodborn, Hero, Princess, Racer	2	4	2	Shift 2 (You may pay 2 ⬡ to play this on top of one ofyour characters named Vanellope von Schweetz.)I HEREBY DECREE Whenever you play anotherPrincess character, all opposing characters get -1 ¤until the start of your next turn.
Invited to the Ball	SS	challenge1/cards/367x512/6_7675d804f1dc0d8e01a0622bd990579c5003e6b8	Action	Sp	Amber	2	False					Reveal the top 2 cards of your deck. Put revealedcharacter cards into your hand. Put the rest on thebottom of your deck in any order.
Elsa's Ice Palace - Place of Solitude	SS	challenge1/cards/367x512/7_211f13ae71c966797d140785b7fe93b9a80a12f4	Location	Sp	Amethyst	3	False		1	4	1	ETERNAL WINTER When you play this location, choose an exertedcharacter. While this location is in play, that character can't ready atthe start of their turn.
Kuzco - Temperamental Emperor	TFC	challenge1/cards/367x512/8_0c66571d493c60c775dd59049ae656df28f69ca6	King	Sp	Emerald	5	False	Storyborn, King	2	4	3	Ward (Opponents can't choose this character except tochallenge.)NO TOUCHY! When this character is challenged andbanished, you may banish the challenging character.
A Whole New World	TFC	challenge1/cards/1468x2048/10_d170b8d9f5f552ad50fbe13a57d5e0f99e7506a6	Song	Sp	Steel	5	False	Song				(A character with cost 5 or more can ⟳ to sing thissong for free.)Each player discards their hand and draws 7 cards.
Owl - Pirate Lookout	AS	set6/cards/367x512/1_4a16d7fb0ff76e2a77c71d1f98d44d6708ff51d3	Pirate	Un	Amber	3	True	Storyborn, Ally, Pirate	3	3	1	WELL SPOTTED During your turn, whenever a cardis put into your inkwell, chosen opposing charactergets -1 ¤ until the start of your next turn.
Lilo - Escape Artist	AS	set6/cards/367x512/2_0ab1f097c5db0e32df2268e9da3e9a921b49e88f	Hero	Su	Amber	2	True	Storyborn, Hero	1	2	2	NO PLACE I'D RATHER BE At the start of your turn,if this card is in your discard, you may play herand she enters play exerted.
Winnie the Pooh - Hunny Pirate	AS	set6/cards/367x512/3_0daca4006fc1c8020e6a5d65fdf83e3f6234679f	Pirate	Ra	Amber	2	False	Storyborn, Hero, Pirate	2	2	1	Support (Whenever this character quests, youmay add their ¤ to another chosen character's¤ this turn.)WE'RE PIRATES, YOU SEE Whenever this characterquests, you pay 1 ⬡ less for the next Piratecharacter you play this turn.
Gopher - Ship's Carpenter	AS	set6/cards/367x512/4_f8b6705cbadd115fb661fd25fa426cce5892007f	Pirate	Un	Amber	4	True	Storyborn, Ally, Pirate	1	6	2	
Simba - Happy-Go-Lucky	AS	set6/cards/367x512/5_c157b8af908f58b0011b252544a871234b2e5a09	Prince	Co	Amber	2	True	Storyborn, Hero, Prince	1	4	1	
Chip - Friend Indeed	AS	set6/cards/367x512/6_0ac888b0362206a74832b4aeedbdf13687c0d32c	Hero	Co	Amber	3	True	Storyborn, Hero	3	3	1	DALE'S PARTNER When you play this character,chosen character gets +1 ◊ this turn.
Dale - Friend in Need	AS	set6/cards/367x512/7_283fee39aa14d384fd745bbc0856c6e1d0b8af83	Hero	Co	Amber	3	True	Storyborn, Hero	3	4	2	CHIP'S PARTNER This character enters playexerted unless you have a character named Chipin play.
David - Impressive Surfer	AS	set6/cards/367x512/8_8bc02898315b835088bf7f3d80f94e47859bd120	Ally	Un	Amber	3	True	Storyborn, Ally	3	3	1	SHOWING OFF While you have a character namedNani in play, this character gets +2 ◊.
Prince Naveen - Vigilant First Mate	AS	set6/cards/367x512/9_73a253a527f9b76eb77cbf412e8cc627b8e493b9	Prince	Un	Amber	5	True	Floodborn, Hero, Prince	2	6	2	Shift 3 (You may pay 3 ⬡ to play this on top of oneof your characters named Prince Naveen.)Bodyguard (This character may enter play exerted.An opposing character who challenges one of yourcharacters must choose one with Bodyguard if able.)
Prince Naveen - Carefree Explorer	AS	set6/cards/367x512/10_fb224e85e7af278b488d81871f7d01fbd9ac2872	Prince	Co	Amber	2	True	Storyborn, Hero, Prince	2	3	1	
Chief Bogo - Gazelle Fan	AS	set6/cards/367x512/11_a0d37281e1fa4e86944866de94368f24b222f19d	Storyborn	Co	Amber	4	True	Storyborn	4	4	1	YOU LIKE GAZELLE TOO? While you have acharacter named Gazelle in play, this charactergains Singer 6. (This character counts as cost 6 tosing songs.)
Chip - Ranger Leader	AS	set6/cards/367x512/12_04c6eb21354405c0e11e05767dee692c2a84e3cb	Hero	Un	Amber	4	True	Storyborn, Hero	3	4	2	THE VALUE OF FRIENDSHIP While you have acharacter named Dale in play, this character gainsSupport. (Whenever they quest, you may add their¤ to another chosen character's ¤ this turn.)
Monterey Jack - Good-Hearted Ranger	AS	set6/cards/367x512/13_205c9419c004e8368d23daa5e7c0432eea801f8e	Ally	Ra	Amber	4	True	Storyborn, Ally	0	7	2	
Chip 'n' Dale - Recovery Rangers	AS	set6/cards/367x512/14_c4b8929ace75cf19032b57c2e5d020dcc0c3bb96	Hero	Ra	Amber	8	False	Floodborn, Hero	6	6	3	Shift 5 (You may pay 5 ⬡ to play this on top of one of yourcharacters named Chip or Dale.)(This character counts as being named both Chip and Dale.)SEARCH AND RESCUE During your turn, whenever a card isput into your inkwell, you may return a character card fromyour discard to your hand.
Judy Hopps - Resourceful Rabbit	AS	set6/cards/367x512/15_146fecb37fb9c5e939b18ed959a91b145443f577	Hero	Ra	Amber	6	True	Storyborn, Hero	3	6	2	Support (Whenever this character quests, youmay add their ¤ to another chosen character's¤ this turn.)NEED SOME HELP? At the end of your turn, youmay ready another chosen character of yours.
Tiana - Restaurant Owner	AS	set6/cards/367x512/16_a7d3e7e4541a09c46f7496cba3f31b6042b71806	Princess	Le	Amber	3	False	Storyborn, Hero, Princess	1	4	2	SPECIAL RESERVATION Whenever a character of yoursis challenged while this character is exerted, thechallenging character gets -3 ¤ this turn unless theirplayer pays 3 ⬡.
Grand Councilwoman - Federation Leader	AS	set6/cards/367x512/17_d95aca8d9fec7764c7053eadcb0058b2f315e7e6	Alien	Un	Amber	2	True	Storyborn, Alien	1	3	1	FIND IT! Whenever this character quests, yourother Alien characters get +1 ◊ this turn.
Dale - Mischievous Ranger	AS	set6/cards/367x512/18_f70277a07c198f42d7ebc78bc811b120b1ec4058	Hero	Un	Amber	4	True	Storyborn, Hero	3	4	1	NUTS ABOUT PRANKS When you play thischaracter, you may put the top 3 cards of yourdeck into your discard to give chosen character-3 ¤ until the start of your next turn.
Nani - Caring Sister	AS	set6/cards/367x512/19_b9063fe6427eed3d0314144f3a94bb08ee72d463	Hero	Ra	Amber	5	True	Storyborn, Hero	3	5	2	Support (Whenever this character quests, youmay add their ¤ to another chosen character's¤ this turn.)I AM SO SORRY 2 ⬡ — Chosen character gets-1 ¤ until the start of your next turn.
Simba - Pride Protector	AS	set6/cards/367x512/20_9f00958a17b83684321b7ee4ac7e543d52cf2dc3	Prince	Le	Amber	5	False	Floodborn, Hero, Prince	4	4	2	Shift 3 (You may pay 3 ⬡ to play this on top ofone of your characters named Simba.)UNDERSTAND THE BALANCE At the end of yourturn, if this character is exerted, you may readyyour other characters.
Kanga - Nurturing Mother	AS	set6/cards/367x512/21_f1f8af8811e1c34d20392eb44b77adc598a91ce4	Ally	Ra	Amber	3	False	Storyborn, Ally	2	4	1	SAFE AND SOUND Whenever this characterquests, another chosen character of yours can'tbe challenged until the start of your next turn.
Rabbit - Indignant Pirate	AS	set6/cards/367x512/22_2c7c346b94f2721c23cc65bf15ac883ef59c4f8c	Pirate	Co	Amber	1	True	Dreamborn, Ally, Pirate	1	2	1	BE MORE CAREFUL When you play this character,you may remove up to 1 damage from chosencharacter.
Roo - Littlest Pirate	AS	set6/cards/367x512/23_4900535d9e02bb192a09a0813e624a64b536cda2	Pirate	Co	Amber	2	True	Dreamborn, Ally, Pirate	1	2	1	I'M A PIRATE TOO! When you play this character,you may give chosen character -2 ¤ until thestart of your next turn.
Mr. Litwak - Arcade Owner	AS	set6/cards/367x512/24_bca036f02c5e2450a7002ad1d28df38873c4a304	Storyborn	Co	Amber	3	True	Storyborn	2	3	1	THE GANG'S ALL HERE Once during your turn,whenever you play another character, you mayready this character. He can't quest or challengefor the rest of this turn.
Jim Hawkins - Honorable Pirate	AS	set6/cards/367x512/25_2bb80b1dad063fb5bbc187d46ff06cd681263921	Captain	Su	Amber	7	True	Dreamborn, Hero, Pirate, Captain	4	7	2	Bodyguard (This character may enter play exerted.An opposing character who challenges one of yourcharacters must choose one with Bodyguard if able.)HIRE A CREW When you play this character, look at thetop 4 cards of your deck. You may reveal any number ofPirate character cards and put them into your hand. Putthe rest on the bottom of your deck in any order.
Stitch - Little Trickster	AS	set6/cards/367x512/26_91f31b5e1a07452af95f5a178636d7a481ee9416	Alien	Co	Emerald	2	True	Storyborn, Hero, Alien	1	3	1	NEED A HAND? 1 ⬡ — This character gets +1 ¤this turn.
Good Job!	AS	set6/cards/367x512/27_7f547b7221609fa33d2db2650956079a36f4397d	Action	Co	Amber	1	True					Chosen character gets +1 ◊ this turn.
I Won't Give In	AS	set6/cards/367x512/28_63dd119e2e7298aee84b49a9bf1d37d904ffa4cc	Song	Co	Amber	2	True	Song				(A character with cost 2 or more can ⟳ to sing thissong for free.)Return a character card with cost 2 or less from yourdiscard to your hand.
Rescue Rangers Away!	AS	set6/cards/367x512/29_3e263c27467f2964476c9c22f93f605a5d710525	Action	Un	Amber	2	True					Count the number of characters you have in play.Chosen character loses ¤ equal to that number untilthe start of your next turn.
Safe and Sound	AS	set6/cards/367x512/30_f1b80c0272561bf40f415767eac305c11f64e2e0	Action	Ra	Amber	2	False					Chosen character of yours can't be challenged untilthe start of your next turn.
Naveen's Ukulele	AS	set6/cards/367x512/31_8deaf0861dfb8a0dec36856cd0a46795c1c44580	Item	Co	Amber	1	True					MAKE IT SING 1 ⬡, Banish this item — Chosen charactercounts as having +3 cost to sing songs this turn.
